source,target,weight,timestamp,year_month,source_tech,target_tech
27,41,0.22,2025-06-01,2025-06,JavaScript,C++
47,2,1.45,2025-06-01,2025-06,TypeScript,TypeScript
41,43,0.33,2025-06-01,2025-06,C++,JavaScript
18,26,0.23,2025-06-01,2025-06,Go,C++
2,20,0.19,2025-06-01,2025-06,TypeScript,Go
23,6,0.37,2025-06-01,2025-06,JavaScript,Java
27,38,0.28,2025-06-01,2025-06,JavaScript,Go
41,13,0.45,2025-06-01,2025-06,C++,Java
7,35,0.27,2025-06-01,2025-06,Java,Python
40,43,0.19,2025-06-01,2025-06,Rust,JavaScript
14,18,0.23,2025-06-01,2025-06,Python,Go
38,17,0.24,2025-06-01,2025-06,Go,Java
33,18,0.34,2025-06-01,2025-06,C++,Go
10,28,0.19,2025-06-01,2025-06,JavaScript,Java
23,21,0.25,2025-06-01,2025-06,JavaScript,Java
13,41,0.34,2025-06-01,2025-06,Java,C++
44,5,0.35,2025-06-01,2025-06,C++,Go
23,49,0.21,2025-06-01,2025-06,JavaScript,C++
15,16,0.38,2025-06-01,2025-06,Rust,TypeScript
26,39,0.2,2025-06-01,2025-06,C++,Python
42,30,0.36,2025-06-01,2025-06,TypeScript,Go
27,23,0.91,2025-06-01,2025-06,JavaScript,JavaScript
28,32,0.29,2025-06-01,2025-06,Java,TypeScript
10,17,0.15,2025-06-01,2025-06,JavaScript,Java
28,39,0.42,2025-06-01,2025-06,Java,Python
9,15,0.26,2025-06-01,2025-06,TypeScript,Rust
14,20,0.2,2025-06-01,2025-06,Python,Go
12,44,0.32,2025-06-01,2025-06,Python,C++
43,32,0.44,2025-06-01,2025-06,JavaScript,TypeScript
10,9,0.45,2025-06-01,2025-06,JavaScript,TypeScript
48,9,0.17,2025-06-01,2025-06,C++,TypeScript
9,31,0.33,2025-06-01,2025-06,TypeScript,Python
31,1,0.28,2025-06-01,2025-06,Python,C++
26,29,0.44,2025-06-01,2025-06,C++,TypeScript
44,37,0.17,2025-06-01,2025-06,C++,Go
19,35,0.27,2025-06-01,2025-06,Go,Python
21,8,0.37,2025-06-01,2025-06,Java,Go
29,43,0.42,2025-07-01,2025-07,TypeScript,JavaScript
6,12,0.3,2025-07-01,2025-07,Java,Python
2,43,0.35,2025-07-01,2025-07,TypeScript,JavaScript
2,24,0.28,2025-07-01,2025-07,TypeScript,Rust
43,16,0.41,2025-07-01,2025-07,JavaScript,TypeScript
20,45,0.26,2025-07-01,2025-07,Go,C++
39,25,0.39,2025-07-01,2025-07,Python,Go
22,24,0.32,2025-07-01,2025-07,Go,Rust
46,50,0.34,2025-07-01,2025-07,Python,JavaScript
16,31,0.18,2025-07-01,2025-07,TypeScript,Python
40,21,0.45,2025-07-01,2025-07,Rust,Java
5,24,0.38,2025-07-01,2025-07,Go,Rust
19,5,0.6,2025-07-01,2025-07,Go,Go
33,45,1.39,2025-07-01,2025-07,C++,C++
2,32,1.45,2025-07-01,2025-07,TypeScript,TypeScript
26,49,1.37,2025-07-01,2025-07,C++,C++
34,26,0.42,2025-07-01,2025-07,TypeScript,C++
30,38,1.3,2025-07-01,2025-07,Go,Go
1,31,0.42,2025-07-01,2025-07,C++,Python
7,25,0.36,2025-07-01,2025-07,Java,Go
45,42,0.4,2025-07-01,2025-07,C++,TypeScript
9,17,0.21,2025-07-01,2025-07,TypeScript,Java
6,1,0.21,2025-07-01,2025-07,Java,C++
9,38,0.4,2025-07-01,2025-07,TypeScript,Go
9,41,0.25,2025-07-01,2025-07,TypeScript,C++
26,32,0.32,2025-07-01,2025-07,C++,TypeScript
24,37,0.33,2025-07-01,2025-07,Rust,Go
42,8,0.18,2025-07-01,2025-07,TypeScript,Go
26,27,0.4,2025-07-01,2025-07,C++,JavaScript
12,16,0.3,2025-07-01,2025-07,Python,TypeScript
40,38,0.43,2025-07-01,2025-07,Rust,Go
44,31,0.44,2025-07-01,2025-07,C++,Python
28,45,0.28,2025-07-01,2025-07,Java,C++
18,17,0.35,2025-07-01,2025-07,Go,Java
14,26,0.36,2025-07-01,2025-07,Python,C++
31,16,0.44,2025-07-01,2025-07,Python,TypeScript
10,15,0.39,2025-07-01,2025-07,JavaScript,Rust
23,5,0.36,2025-07-01,2025-07,JavaScript,Go
11,45,0.16,2025-07-01,2025-07,TypeScript,C++
47,44,0.28,2025-07-01,2025-07,TypeScript,C++
35,24,0.22,2025-07-01,2025-07,Python,Rust
32,29,1.28,2025-07-01,2025-07,TypeScript,TypeScript
21,10,0.24,2025-07-01,2025-07,Java,JavaScript
42,41,0.41,2025-07-01,2025-07,TypeScript,C++
44,45,0.82,2025-07-01,2025-07,C++,C++
16,28,0.18,2025-07-01,2025-07,TypeScript,Java
25,47,0.22,2025-07-01,2025-07,Go,TypeScript
40,16,0.39,2025-07-01,2025-07,Rust,TypeScript
1,48,1.2,2025-07-01,2025-07,C++,C++
15,34,0.27,2025-07-01,2025-07,Rust,TypeScript
50,5,0.34,2025-07-01,2025-07,JavaScript,Go
4,42,0.37,2025-07-01,2025-07,JavaScript,TypeScript
18,9,0.29,2025-07-01,2025-07,Go,TypeScript
26,9,0.17,2025-07-01,2025-07,C++,TypeScript
35,39,0.93,2025-07-01,2025-07,Python,Python
1,47,0.36,2025-07-01,2025-07,C++,TypeScript
13,7,1.06,2025-07-01,2025-07,Java,Java
3,29,0.2,2025-07-01,2025-07,JavaScript,TypeScript
49,42,0.35,2025-07-01,2025-07,C++,TypeScript
47,28,0.29,2025-07-01,2025-07,TypeScript,Java
20,40,0.27,2025-07-01,2025-07,Go,Rust
39,46,1.23,2025-07-01,2025-07,Python,Python
13,9,0.43,2025-07-01,2025-07,Java,TypeScript
2,17,0.18,2025-07-01,2025-07,TypeScript,Java
50,30,0.2,2025-07-01,2025-07,JavaScript,Go
17,45,0.18,2025-07-01,2025-07,Java,C++
34,6,0.21,2025-07-01,2025-07,TypeScript,Java
46,43,0.34,2025-07-01,2025-07,Python,JavaScript
7,32,0.26,2025-07-01,2025-07,Java,TypeScript
33,2,0.22,2025-07-01,2025-07,C++,TypeScript
35,23,0.4,2025-07-01,2025-07,Python,JavaScript
23,3,0.93,2025-07-01,2025-07,JavaScript,JavaScript
45,8,0.38,2025-07-01,2025-07,C++,Go
13,43,0.16,2025-07-01,2025-07,Java,JavaScript
30,20,0.73,2025-07-01,2025-07,Go,Go
41,23,0.2,2025-07-01,2025-07,C++,JavaScript
32,23,0.34,2025-07-01,2025-07,TypeScript,JavaScript
1,41,0.85,2025-07-01,2025-07,C++,C++
49,18,0.41,2025-07-01,2025-07,C++,Go
6,13,1.18,2025-07-01,2025-07,Java,Java
10,9,0.28,2025-07-01,2025-07,JavaScript,TypeScript
17,4,0.26,2025-07-01,2025-07,Java,JavaScript
23,41,0.24,2025-07-01,2025-07,JavaScript,C++
26,45,1.38,2025-07-01,2025-07,C++,C++
23,35,0.29,2025-08-01,2025-08,JavaScript,Python
38,44,0.35,2025-08-01,2025-08,Go,C++
50,4,1.49,2025-08-01,2025-08,JavaScript,JavaScript
44,36,0.41,2025-08-01,2025-08,C++,Python
32,40,0.39,2025-08-01,2025-08,TypeScript,Rust
24,41,0.42,2025-08-01,2025-08,Rust,C++
3,8,0.42,2025-08-01,2025-08,JavaScript,Go
45,31,0.39,2025-08-01,2025-08,C++,Python
38,19,0.52,2025-08-01,2025-08,Go,Go
24,4,0.28,2025-08-01,2025-08,Rust,JavaScript
34,25,0.31,2025-08-01,2025-08,TypeScript,Go
48,15,0.23,2025-08-01,2025-08,C++,Rust
7,35,0.18,2025-08-01,2025-08,Java,Python
44,46,0.27,2025-08-01,2025-08,C++,Python
2,35,0.16,2025-08-01,2025-08,TypeScript,Python
48,1,1.17,2025-08-01,2025-08,C++,C++
1,26,1.01,2025-08-01,2025-08,C++,C++
19,4,0.36,2025-08-01,2025-08,Go,JavaScript
12,7,0.42,2025-08-01,2025-08,Python,Java
36,35,1.01,2025-08-01,2025-08,Python,Python
22,12,0.19,2025-08-01,2025-08,Go,Python
12,24,0.37,2025-08-01,2025-08,Python,Rust
42,43,0.44,2025-08-01,2025-08,TypeScript,JavaScript
1,10,0.27,2025-08-01,2025-08,C++,JavaScript
7,10,0.24,2025-08-01,2025-08,Java,JavaScript
15,44,0.18,2025-08-01,2025-08,Rust,C++
1,20,0.38,2025-08-01,2025-08,C++,Go
22,32,0.35,2025-08-01,2025-08,Go,TypeScript
4,9,0.39,2025-08-01,2025-08,JavaScript,TypeScript
38,27,0.33,2025-08-01,2025-08,Go,JavaScript
1,46,0.45,2025-08-01,2025-08,C++,Python
46,49,0.21,2025-08-01,2025-08,Python,C++
14,23,0.27,2025-08-01,2025-08,Python,JavaScript
12,43,0.43,2025-08-01,2025-08,Python,JavaScript
40,4,0.22,2025-08-01,2025-08,Rust,JavaScript
29,48,0.22,2025-08-01,2025-08,TypeScript,C++
10,49,0.18,2025-08-01,2025-08,JavaScript,C++
30,7,0.41,2025-08-01,2025-08,Go,Java
9,10,0.24,2025-08-01,2025-08,TypeScript,JavaScript
15,28,0.24,2025-08-01,2025-08,Rust,Java
7,10,0.33,2025-08-01,2025-08,Java,JavaScript
39,12,0.58,2025-08-01,2025-08,Python,Python
17,15,0.21,2025-08-01,2025-08,Java,Rust
2,44,0.22,2025-08-01,2025-08,TypeScript,C++
45,31,0.39,2025-08-01,2025-08,C++,Python
9,4,0.27,2025-08-01,2025-08,TypeScript,JavaScript
32,9,0.54,2025-08-01,2025-08,TypeScript,TypeScript
49,34,0.44,2025-08-01,2025-08,C++,TypeScript
45,29,0.29,2025-08-01,2025-08,C++,TypeScript
6,42,0.15,2025-08-01,2025-08,Java,TypeScript
15,30,0.44,2025-08-01,2025-08,Rust,Go
45,11,0.42,2025-08-01,2025-08,C++,TypeScript
40,48,0.29,2025-08-01,2025-08,Rust,C++
18,10,0.43,2025-08-01,2025-08,Go,JavaScript
21,27,0.35,2025-08-01,2025-08,Java,JavaScript
40,4,0.25,2025-08-01,2025-08,Rust,JavaScript
19,9,0.28,2025-08-01,2025-08,Go,TypeScript
50,20,0.26,2025-08-01,2025-08,JavaScript,Go
40,23,0.26,2025-08-01,2025-08,Rust,JavaScript
22,6,0.3,2025-08-01,2025-08,Go,Java
44,15,0.34,2025-08-01,2025-08,C++,Rust
9,37,0.17,2025-08-01,2025-08,TypeScript,Go
4,50,0.65,2025-08-01,2025-08,JavaScript,JavaScript
37,23,0.39,2025-08-01,2025-08,Go,JavaScript
41,43,0.2,2025-08-01,2025-08,C++,JavaScript
11,39,0.34,2025-08-01,2025-08,TypeScript,Python
11,19,0.4,2025-08-01,2025-08,TypeScript,Go
46,14,1.07,2025-08-01,2025-08,Python,Python
27,20,0.2,2025-08-01,2025-08,JavaScript,Go
29,47,1.09,2025-08-01,2025-08,TypeScript,TypeScript
18,34,0.34,2025-08-01,2025-08,Go,TypeScript
14,38,0.35,2025-08-01,2025-08,Python,Go
37,28,0.23,2025-08-01,2025-08,Go,Java
24,26,0.27,2025-08-01,2025-08,Rust,C++
29,48,0.19,2025-08-01,2025-08,TypeScript,C++
15,36,0.45,2025-08-01,2025-08,Rust,Python
40,47,0.21,2025-08-01,2025-08,Rust,TypeScript
42,44,0.41,2025-08-01,2025-08,TypeScript,C++
40,35,0.21,2025-08-01,2025-08,Rust,Python
10,23,0.83,2025-08-01,2025-08,JavaScript,JavaScript
15,12,0.38,2025-08-01,2025-08,Rust,Python
50,12,0.26,2025-08-01,2025-08,JavaScript,Python
41,7,0.18,2025-08-01,2025-08,C++,Java
34,3,0.3,2025-08-01,2025-08,TypeScript,JavaScript
35,24,0.43,2025-08-01,2025-08,Python,Rust
11,23,0.2,2025-08-01,2025-08,TypeScript,JavaScript
1,7,0.34,2025-08-01,2025-08,C++,Java
50,24,0.24,2025-08-01,2025-08,JavaScript,Rust
25,27,0.18,2025-08-01,2025-08,Go,JavaScript
28,8,0.21,2025-08-01,2025-08,Java,Go
34,42,0.96,2025-08-01,2025-08,TypeScript,TypeScript
36,37,0.32,2025-08-01,2025-08,Python,Go
17,28,1.38,2025-08-01,2025-08,Java,Java
19,9,0.41,2025-08-01,2025-08,Go,TypeScript
37,20,1.33,2025-08-01,2025-08,Go,Go
4,21,0.31,2025-08-01,2025-08,JavaScript,Java
45,42,0.41,2025-08-01,2025-08,C++,TypeScript
46,43,0.23,2025-08-01,2025-08,Python,JavaScript
6,18,0.44,2025-08-01,2025-08,Java,Go
44,14,0.3,2025-09-01,2025-09,C++,Python
20,25,0.53,2025-09-01,2025-09,Go,Go
46,36,0.88,2025-09-01,2025-09,Python,Python
45,35,0.41,2025-09-01,2025-09,C++,Python
14,16,0.27,2025-09-01,2025-09,Python,TypeScript
36,40,0.41,2025-09-01,2025-09,Python,Rust
29,28,0.19,2025-09-01,2025-09,TypeScript,Java
30,22,0.73,2025-09-01,2025-09,Go,Go
43,6,0.42,2025-09-01,2025-09,JavaScript,Java
41,10,0.28,2025-09-01,2025-09,C++,JavaScript
17,41,0.31,2025-09-01,2025-09,Java,C++
47,32,1.42,2025-09-01,2025-09,TypeScript,TypeScript
40,7,0.35,2025-09-01,2025-09,Rust,Java
48,34,0.39,2025-09-01,2025-09,C++,TypeScript
26,19,0.39,2025-09-01,2025-09,C++,Go
16,45,0.16,2025-09-01,2025-09,TypeScript,C++
43,8,0.35,2025-09-01,2025-09,JavaScript,Go
47,49,0.23,2025-09-01,2025-09,TypeScript,C++
39,19,0.34,2025-09-01,2025-09,Python,Go
3,31,0.15,2025-09-01,2025-09,JavaScript,Python
29,27,0.42,2025-09-01,2025-09,TypeScript,JavaScript
11,38,0.24,2025-09-01,2025-09,TypeScript,Go
4,9,0.4,2025-09-01,2025-09,JavaScript,TypeScript
34,7,0.26,2025-09-01,2025-09,TypeScript,Java
11,47,1.4,2025-09-01,2025-09,TypeScript,TypeScript
20,28,0.33,2025-09-01,2025-09,Go,Java
40,5,0.22,2025-09-01,2025-09,Rust,Go
27,46,0.27,2025-09-01,2025-09,JavaScript,Python
2,26,0.15,2025-09-01,2025-09,TypeScript,C++
22,38,1.24,2025-09-01,2025-09,Go,Go
44,2,0.2,2025-09-01,2025-09,C++,TypeScript
16,43,0.27,2025-09-01,2025-09,TypeScript,JavaScript
9,33,0.24,2025-09-01,2025-09,TypeScript,C++
48,16,0.27,2025-09-01,2025-09,C++,TypeScript
22,14,0.43,2025-09-01,2025-09,Go,Python
49,13,0.23,2025-09-01,2025-09,C++,Java
20,49,0.18,2025-09-01,2025-09,Go,C++
41,46,0.42,2025-09-01,2025-09,C++,Python
34,50,0.33,2025-09-01,2025-09,TypeScript,JavaScript
25,44,0.38,2025-09-01,2025-09,Go,C++
27,18,0.18,2025-09-01,2025-09,JavaScript,Go
9,27,0.43,2025-09-01,2025-09,TypeScript,JavaScript
49,40,0.34,2025-09-01,2025-09,C++,Rust
36,26,0.28,2025-09-01,2025-09,Python,C++
42,36,0.29,2025-09-01,2025-09,TypeScript,Python
20,36,0.38,2025-09-01,2025-09,Go,Python
37,34,0.24,2025-09-01,2025-09,Go,TypeScript
8,12,0.18,2025-09-01,2025-09,Go,Python
13,4,0.41,2025-09-01,2025-09,Java,JavaScript
50,26,0.18,2025-09-01,2025-09,JavaScript,C++
22,26,0.17,2025-09-01,2025-09,Go,C++
24,14,0.21,2025-09-01,2025-09,Rust,Python
44,5,0.39,2025-09-01,2025-09,C++,Go
30,12,0.17,2025-09-01,2025-09,Go,Python
3,37,0.3,2025-09-01,2025-09,JavaScript,Go
50,9,0.19,2025-09-01,2025-09,JavaScript,TypeScript
5,11,0.35,2025-09-01,2025-09,Go,TypeScript
45,37,0.31,2025-09-01,2025-09,C++,Go
30,48,0.31,2025-10-01,2025-10,Go,C++
5,14,0.22,2025-10-01,2025-10,Go,Python
26,42,0.4,2025-10-01,2025-10,C++,TypeScript
21,6,0.54,2025-10-01,2025-10,Java,Java
44,15,0.34,2025-10-01,2025-10,C++,Rust
22,44,0.27,2025-10-01,2025-10,Go,C++
2,46,0.38,2025-10-01,2025-10,TypeScript,Python
4,25,0.28,2025-10-01,2025-10,JavaScript,Go
39,13,0.22,2025-10-01,2025-10,Python,Java
25,31,0.45,2025-10-01,2025-10,Go,Python
32,17,0.37,2025-10-01,2025-10,TypeScript,Java
5,24,0.38,2025-10-01,2025-10,Go,Rust
16,9,0.75,2025-10-01,2025-10,TypeScript,TypeScript
34,7,0.42,2025-10-01,2025-10,TypeScript,Java
19,21,0.3,2025-10-01,2025-10,Go,Java
20,26,0.45,2025-10-01,2025-10,Go,C++
43,30,0.37,2025-10-01,2025-10,JavaScript,Go
39,14,1.49,2025-10-01,2025-10,Python,Python
5,10,0.2,2025-10-01,2025-10,Go,JavaScript
33,10,0.16,2025-10-01,2025-10,C++,JavaScript
28,25,0.24,2025-10-01,2025-10,Java,Go
18,35,0.39,2025-10-01,2025-10,Go,Python
45,44,0.92,2025-10-01,2025-10,C++,C++
46,43,0.24,2025-10-01,2025-10,Python,JavaScript
1,45,1.19,2025-10-01,2025-10,C++,C++
11,47,0.75,2025-10-01,2025-10,TypeScript,TypeScript
44,5,0.32,2025-10-01,2025-10,C++,Go
33,44,0.78,2025-10-01,2025-10,C++,C++
49,42,0.2,2025-10-01,2025-10,C++,TypeScript
29,5,0.2,2025-10-01,2025-10,TypeScript,Go
30,17,0.44,2025-10-01,2025-10,Go,Java
6,48,0.24,2025-10-01,2025-10,Java,C++
13,27,0.28,2025-10-01,2025-10,Java,JavaScript
25,9,0.34,2025-10-01,2025-10,Go,TypeScript
13,12,0.22,2025-10-01,2025-10,Java,Python
39,36,0.55,2025-10-01,2025-10,Python,Python
29,40,0.3,2025-10-01,2025-10,TypeScript,Rust
1,29,0.4,2025-10-01,2025-10,C++,TypeScript
21,49,0.19,2025-10-01,2025-10,Java,C++
17,16,0.24,2025-10-01,2025-10,Java,TypeScript
36,18,0.45,2025-10-01,2025-10,Python,Go
21,24,0.24,2025-10-01,2025-10,Java,Rust
42,47,1.27,2025-10-01,2025-10,TypeScript,TypeScript
6,12,0.29,2025-10-01,2025-10,Java,Python
25,41,0.4,2025-10-01,2025-10,Go,C++
30,47,0.26,2025-10-01,2025-10,Go,TypeScript
1,13,0.25,2025-10-01,2025-10,C++,Java
35,28,0.2,2025-10-01,2025-10,Python,Java
23,30,0.27,2025-10-01,2025-10,JavaScript,Go
9,23,0.27,2025-10-01,2025-10,TypeScript,JavaScript
20,47,0.24,2025-10-01,2025-10,Go,TypeScript
2,39,0.19,2025-10-01,2025-10,TypeScript,Python
22,11,0.2,2025-10-01,2025-10,Go,TypeScript
2,4,0.29,2025-10-01,2025-10,TypeScript,JavaScript
17,11,0.17,2025-10-01,2025-10,Java,TypeScript
12,43,0.41,2025-10-01,2025-10,Python,JavaScript
47,4,0.26,2025-10-01,2025-10,TypeScript,JavaScript
49,43,0.2,2025-10-01,2025-10,C++,JavaScript
14,31,1.09,2025-10-01,2025-10,Python,Python
8,37,1.06,2025-10-01,2025-10,Go,Go
30,36,0.36,2025-10-01,2025-10,Go,Python
25,38,1.38,2025-10-01,2025-10,Go,Go
29,45,0.34,2025-10-01,2025-10,TypeScript,C++
37,16,0.22,2025-10-01,2025-10,Go,TypeScript
2,24,0.34,2025-10-01,2025-10,TypeScript,Rust
28,27,0.26,2025-10-01,2025-10,Java,JavaScript
35,8,0.15,2025-10-01,2025-10,Python,Go
26,43,0.3,2025-10-01,2025-10,C++,JavaScript
13,16,0.29,2025-10-01,2025-10,Java,TypeScript
24,22,0.19,2025-10-01,2025-10,Rust,Go
4,28,0.31,2025-10-01,2025-10,JavaScript,Java
18,50,0.19,2025-10-01,2025-10,Go,JavaScript
14,44,0.24,2025-10-01,2025-10,Python,C++
48,49,1.35,2025-10-01,2025-10,C++,C++
16,45,0.27,2025-10-01,2025-10,TypeScript,C++
9,45,0.3,2025-10-01,2025-10,TypeScript,C++
49,4,0.36,2025-10-01,2025-10,C++,JavaScript
32,23,0.39,2025-10-01,2025-10,TypeScript,JavaScript
33,9,0.42,2025-10-01,2025-10,C++,TypeScript
32,9,0.81,2025-10-01,2025-10,TypeScript,TypeScript
24,6,0.2,2025-10-01,2025-10,Rust,Java
16,37,0.18,2025-10-01,2025-10,TypeScript,Go
38,11,0.34,2025-10-01,2025-10,Go,TypeScript
38,41,0.16,2025-10-01,2025-10,Go,C++
44,16,0.29,2025-10-01,2025-10,C++,TypeScript
25,2,0.32,2025-10-01,2025-10,Go,TypeScript
16,44,0.35,2025-10-01,2025-10,TypeScript,C++
27,43,0.88,2025-10-01,2025-10,JavaScript,JavaScript
39,47,0.45,2025-10-01,2025-10,Python,TypeScript
9,38,0.17,2025-10-01,2025-10,TypeScript,Go
35,11,0.31,2025-10-01,2025-10,Python,TypeScript
27,26,0.23,2025-10-01,2025-10,JavaScript,C++
20,33,0.25,2025-10-01,2025-10,Go,C++
42,45,0.32,2025-10-01,2025-10,TypeScript,C++
17,13,1.29,2025-10-01,2025-10,Java,Java
25,43,0.18,2025-10-01,2025-10,Go,JavaScript
50,32,0.33,2025-10-01,2025-10,JavaScript,TypeScript
46,45,0.42,2025-11-01,2025-11,Python,C++
24,17,0.17,2025-11-01,2025-11,Rust,Java
35,44,0.22,2025-11-01,2025-11,Python,C++
44,47,0.19,2025-11-01,2025-11,C++,TypeScript
41,47,0.28,2025-11-01,2025-11,C++,TypeScript
15,37,0.23,2025-11-01,2025-11,Rust,Go
19,1,0.41,2025-11-01,2025-11,Go,C++
37,23,0.43,2025-11-01,2025-11,Go,JavaScript
40,13,0.17,2025-11-01,2025-11,Rust,Java
18,39,0.36,2025-11-01,2025-11,Go,Python
26,33,0.89,2025-11-01,2025-11,C++,C++
2,6,0.38,2025-11-01,2025-11,TypeScript,Java
20,41,0.21,2025-11-01,2025-11,Go,C++
44,31,0.17,2025-11-01,2025-11,C++,Python
4,21,0.4,2025-11-01,2025-11,JavaScript,Java
3,15,0.17,2025-11-01,2025-11,JavaScript,Rust
12,41,0.31,2025-11-01,2025-11,Python,C++
37,11,0.32,2025-11-01,2025-11,Go,TypeScript
26,5,0.33,2025-11-01,2025-11,C++,Go
24,18,0.43,2025-11-01,2025-11,Rust,Go
19,16,0.34,2025-11-01,2025-11,Go,TypeScript
1,33,0.51,2025-11-01,2025-11,C++,C++
36,1,0.44,2025-11-01,2025-11,Python,C++
21,22,0.21,2025-11-01,2025-11,Java,Go
12,6,0.27,2025-11-01,2025-11,Python,Java
36,38,0.44,2025-11-01,2025-11,Python,Go
18,50,0.21,2025-11-01,2025-11,Go,JavaScript
10,18,0.42,2025-11-01,2025-11,JavaScript,Go
3,38,0.43,2025-11-01,2025-11,JavaScript,Go
10,9,0.39,2025-11-01,2025-11,JavaScript,TypeScript
45,11,0.31,2025-11-01,2025-11,C++,TypeScript
7,26,0.41,2025-11-01,2025-11,Java,C++
29,10,0.28,2025-11-01,2025-11,TypeScript,JavaScript
50,34,0.17,2025-11-01,2025-11,JavaScript,TypeScript
43,42,0.32,2025-11-01,2025-11,JavaScript,TypeScript
20,12,0.23,2025-11-01,2025-11,Go,Python
44,23,0.44,2025-11-01,2025-11,C++,JavaScript
47,1,0.41,2025-11-01,2025-11,TypeScript,C++
11,17,0.24,2025-11-01,2025-11,TypeScript,Java
50,33,0.23,2025-11-01,2025-11,JavaScript,C++
12,1,0.35,2025-11-01,2025-11,Python,C++
46,20,0.21,2025-11-01,2025-11,Python,Go
35,25,0.3,2025-11-01,2025-11,Python,Go
22,25,0.86,2025-11-01,2025-11,Go,Go
7,26,0.37,2025-11-01,2025-11,Java,C++
33,17,0.15,2025-11-01,2025-11,C++,Java
35,39,0.65,2025-11-01,2025-11,Python,Python
11,22,0.19,2025-11-01,2025-11,TypeScript,Go
28,33,0.24,2025-11-01,2025-11,Java,C++
32,12,0.36,2025-11-01,2025-11,TypeScript,Python
12,29,0.21,2025-11-01,2025-11,Python,TypeScript
38,25,0.83,2025-11-01,2025-11,Go,Go
50,31,0.29,2025-11-01,2025-11,JavaScript,Python
28,34,0.4,2025-11-01,2025-11,Java,TypeScript
14,45,0.29,2025-11-01,2025-11,Python,C++
19,35,0.4,2025-11-01,2025-11,Go,Python
25,30,0.74,2025-11-01,2025-11,Go,Go
15,8,0.17,2025-11-01,2025-11,Rust,Go
42,48,0.19,2025-11-01,2025-11,TypeScript,C++
24,35,0.16,2025-11-01,2025-11,Rust,Python
28,36,0.19,2025-12-01,2025-12,Java,Python
36,16,0.29,2025-12-01,2025-12,Python,TypeScript
49,11,0.4,2025-12-01,2025-12,C++,TypeScript
27,30,0.45,2025-12-01,2025-12,JavaScript,Go
5,38,0.83,2025-12-01,2025-12,Go,Go
14,21,0.19,2025-12-01,2025-12,Python,Java
34,7,0.25,2025-12-01,2025-12,TypeScript,Java
46,10,0.35,2025-12-01,2025-12,Python,JavaScript
1,28,0.32,2025-12-01,2025-12,C++,Java
37,1,0.19,2025-12-01,2025-12,Go,C++
37,5,1.18,2025-12-01,2025-12,Go,Go
21,26,0.45,2025-12-01,2025-12,Java,C++
25,30,1.49,2025-12-01,2025-12,Go,Go
11,23,0.28,2025-12-01,2025-12,TypeScript,JavaScript
33,22,0.42,2025-12-01,2025-12,C++,Go
49,12,0.23,2025-12-01,2025-12,C++,Python
50,5,0.36,2025-12-01,2025-12,JavaScript,Go
48,30,0.44,2025-12-01,2025-12,C++,Go
13,25,0.45,2025-12-01,2025-12,Java,Go
12,45,0.39,2025-12-01,2025-12,Python,C++
2,19,0.4,2025-12-01,2025-12,TypeScript,Go
14,18,0.42,2025-12-01,2025-12,Python,Go
2,31,0.23,2025-12-01,2025-12,TypeScript,Python
40,12,0.41,2025-12-01,2025-12,Rust,Python
49,8,0.33,2025-12-01,2025-12,C++,Go
48,14,0.36,2025-12-01,2025-12,C++,Python
18,12,0.18,2025-12-01,2025-12,Go,Python
21,39,0.21,2025-12-01,2025-12,Java,Python
2,33,0.27,2025-12-01,2025-12,TypeScript,C++
50,12,0.16,2025-12-01,2025-12,JavaScript,Python
46,45,0.24,2025-12-01,2025-12,Python,C++
34,3,0.18,2025-12-01,2025-12,TypeScript,JavaScript
37,29,0.3,2025-12-01,2025-12,Go,TypeScript
32,29,0.99,2025-12-01,2025-12,TypeScript,TypeScript
23,50,1.04,2025-12-01,2025-12,JavaScript,JavaScript
16,35,0.25,2025-12-01,2025-12,TypeScript,Python
31,48,0.44,2025-12-01,2025-12,Python,C++
10,49,0.23,2025-12-01,2025-12,JavaScript,C++
42,24,0.22,2025-12-01,2025-12,TypeScript,Rust
30,13,0.44,2025-12-01,2025-12,Go,Java
49,5,0.42,2025-12-01,2025-12,C++,Go
35,1,0.29,2025-12-01,2025-12,Python,C++
18,27,0.36,2025-12-01,2025-12,Go,JavaScript
10,20,0.19,2025-12-01,2025-12,JavaScript,Go
48,49,1.31,2025-12-01,2025-12,C++,C++
2,25,0.22,2025-12-01,2025-12,TypeScript,Go
8,43,0.16,2025-12-01,2025-12,Go,JavaScript
3,17,0.25,2025-12-01,2025-12,JavaScript,Java
49,30,0.19,2025-12-01,2025-12,C++,Go
43,33,0.21,2025-12-01,2025-12,JavaScript,C++
31,35,0.69,2025-12-01,2025-12,Python,Python
7,22,0.26,2025-12-01,2025-12,Java,Go
37,23,0.19,2025-12-01,2025-12,Go,JavaScript
30,23,0.15,2025-12-01,2025-12,Go,JavaScript
29,46,0.18,2025-12-01,2025-12,TypeScript,Python
47,2,1.02,2025-12-01,2025-12,TypeScript,TypeScript
39,11,0.38,2025-12-01,2025-12,Python,TypeScript
19,24,0.32,2025-12-01,2025-12,Go,Rust
35,36,0.76,2025-12-01,2025-12,Python,Python
18,28,0.25,2025-12-01,2025-12,Go,Java
40,48,0.32,2025-12-01,2025-12,Rust,C++
39,9,0.44,2025-12-01,2025-12,Python,TypeScript
